,mm
2008-07-08,4.951428571428572
2008-07-15,7.4799999999999995
2008-07-22,6.3757142857142854
2008-07-29,5.801428571428572
2008-08-05,1.9785714285714284
2008-08-12,3.5185714285714282
2008-08-19,8.314285714285713
2008-08-26,4.734285714285714
2008-09-02,22.16142857142857
2008-09-09,8.22285714285714
2008-09-16,8.768571428571425
2008-09-23,3.468571428571429
2008-09-30,8.468571428571428
2008-10-07,16.314285714285713
2008-10-14,7.521428571428571
2008-10-21,6.228571428571429
2008-10-28,5.12
2008-11-04,6.082857142857143
2008-11-11,9.638571428571428
2008-11-18,11.587142857142855
2008-11-25,15.061428571428573
2008-12-02,8.682857142857143
2008-12-09,7.878571428571429
2008-12-16,7.872857142857143
2008-12-23,2.888888888888888
2009-01-01,11.477142857142855
2009-01-08,5.605714285714286
2009-01-15,9.157142857142857
2009-01-22,24.770000000000003
2009-01-29,13.73142857142857
2009-02-05,2.244285714285714
2009-02-12,16.47142857142857
2009-02-19,14.978571428571428
2009-02-26,15.867142857142856
2009-03-05,6.847142857142857
2009-03-12,10.865714285714287
2009-03-19,20.689999999999998
2009-03-26,12.041428571428574
2009-04-02,9.962857142857143
2009-04-09,9.624285714285715
2009-04-16,10.947142857142856
2009-04-23,8.182857142857143
2009-04-30,19.298571428571428
2009-05-07,7.414285714285713
2009-05-14,9.790000000000001
2009-05-21,3.689999999999999
2009-05-28,7.8671428571428565
2009-06-04,7.192857142857142
2009-06-11,8.657142857142857
2009-06-18,13.74
2009-06-25,12.157142857142857
2009-07-02,8.577142857142857
2009-07-09,5.572857142857143
2009-07-16,4.37
2009-07-23,6.797142857142858
2009-07-30,5.317142857142857
2009-08-06,12.889999999999999
2009-08-13,3.8314285714285714
2009-08-20,18.844285714285714
2009-08-27,6.981428571428571
2009-09-03,13.001428571428574
2009-09-10,6.998571428571429
2009-09-17,10.14857142857143
2009-09-24,6.93
2009-10-01,8.181428571428572
2009-10-08,13.03
2009-10-15,9.044285714285715
2009-10-22,8.462857142857144
2009-10-29,12.911428571428571
2009-11-05,4.3500000000000005
2009-11-12,5.448571428571428
2009-11-19,5.817142857142857
2009-11-26,13.72142857142857
2009-12-03,3.6785714285714284
2009-12-10,13.224285714285713
2009-12-17,15.420000000000002
2009-12-24,10.8125
2010-01-01,12.707142857142857
2010-01-08,5.54
2010-01-15,9.020000000000001
2010-01-22,16.05857142857143
2010-01-29,5.681428571428573
2010-02-05,7.0057142857142845
2010-02-12,11.118571428571428
2010-02-19,11.525714285714285
2010-02-26,5.541428571428573
2010-03-05,6.562857142857143
2010-03-12,12.707142857142857
2010-03-19,7.82142857142857
2010-03-26,9.918571428571429
2010-04-02,11.555714285714286
2010-04-09,6.942857142857143
2010-04-16,8.06
2010-04-23,4.361428571428573
2010-04-30,6.0371428571428565
2010-05-07,1.625714285714286
2010-05-14,4.59857142857143
2010-05-21,12.205714285714285
2010-05-28,9.995714285714286
2010-06-04,5.915714285714286
2010-06-11,10.887142857142859
2010-06-18,3.420000000000001
2010-06-25,12.342857142857143
2010-07-02,3.9385714285714286
2010-07-09,10.864285714285712
2010-07-16,1.162857142857143
2010-07-23,8.332857142857142
2010-07-30,4.272857142857142
2010-08-06,3.1128571428571425
2010-08-13,1.2228571428571429
2010-08-20,5.0
2010-08-27,8.798571428571428
2010-09-03,11.307142857142859
2010-09-10,7.34857142857143
2010-09-17,4.234285714285714
2010-09-24,2.192857142857143
2010-10-01,16.254285714285714
2010-10-08,6.742857142857142
2010-10-15,5.938571428571429
2010-10-22,7.249999999999999
2010-10-29,5.22
2010-11-05,4.911428571428571
2010-11-12,6.227142857142858
2010-11-19,4.674285714285714
2010-11-26,6.902857142857142
2010-12-03,3.251428571428572
2010-12-10,5.8742857142857146
2010-12-17,4.339999999999999
2010-12-24,3.00375
2011-01-01,11.650000000000002
2011-01-08,6.298571428571428
2011-01-15,11.05142857142857
2011-01-22,4.707142857142857
2011-01-29,8.879999999999999
2011-02-05,12.428571428571429
2011-02-12,11.888571428571428
2011-02-19,8.715714285714286
2011-02-26,7.752857142857143
2011-03-05,4.364285714285714
2011-03-12,3.7971428571428563
2011-03-19,12.614285714285716
2011-03-26,10.102857142857143
2011-04-02,11.567142857142857
2011-04-09,13.905714285714286
2011-04-16,13.252857142857144
2011-04-23,13.064285714285717
2011-04-30,11.489999999999998
2011-05-07,12.644285714285713
2011-05-14,22.808571428571433
2011-05-21,5.432857142857143
2011-05-28,4.272857142857142
2011-06-04,2.342857142857143
2011-06-11,9.707142857142857
2011-06-18,4.9
2011-06-25,3.1128571428571425
2011-07-02,6.122857142857143
2011-07-09,5.478571428571428
2011-07-16,23.67142857142857
2011-07-23,0.8442857142857143
2011-07-30,6.53
2011-08-06,6.572857142857144
2011-08-13,4.741428571428571
2011-08-20,2.4499999999999997
2011-08-27,5.295714285714287
2011-09-03,12.822857142857142
2011-09-10,6.087142857142857
2011-09-17,9.764285714285714
2011-09-24,8.757142857142858
2011-10-01,12.957142857142856
2011-10-08,6.347142857142856
2011-10-15,6.338571428571428
2011-10-22,4.314285714285714
2011-10-29,2.0028571428571427
2011-11-05,9.134285714285713
2011-11-12,8.247142857142858
2011-11-19,5.495714285714286
2011-11-26,10.979999999999999
2011-12-03,2.3628571428571425
2011-12-10,13.836666666666668
2011-12-17,13.62857142857143
2011-12-24,4.8925
2012-01-01,7.64
2012-01-08,14.001428571428571
2012-01-15,11.95142857142857
2012-01-22,7.852857142857142
2012-01-29,5.534285714285715
2012-02-05,1.2899999999999998
2012-02-12,5.764285714285714
2012-02-19,23.35428571428571
2012-02-26,19.40285714285714
2012-03-04,5.928571428571429
2012-03-11,9.875714285714285
2012-03-18,15.544285714285712
2012-03-25,21.20714285714286
2012-04-01,10.501428571428573
2012-04-08,8.434285714285714
2012-04-15,6.58
2012-04-22,7.915714285714287
2012-04-29,7.482857142857144
2012-05-06,7.057142857142858
2012-05-13,10.824285714285713
2012-05-20,5.25
2012-05-27,3.2199999999999993
2012-06-03,6.677142857142857
2012-06-10,8.561428571428571
2012-06-17,7.084285714285713
2012-06-24,7.9071428571428575
2012-07-01,19.282857142857146
2012-07-08,9.051428571428572
2012-07-15,9.264285714285714
2012-07-22,1.762857142857143
2012-07-29,10.352857142857143
2012-08-05,5.53
2012-08-12,5.774285714285715
2012-08-19,1.317142857142857
2012-08-26,3.8071428571428574
2012-09-02,8.505714285714285
2012-09-09,5.481428571428571
2012-09-16,1.7899999999999998
2012-09-23,11.728571428571426
2012-09-30,7.845714285714285
2012-10-07,6.222857142857144
2012-10-14,9.185714285714285
2012-10-21,7.084285714285714
2012-10-28,9.784285714285716
2012-11-04,2.3314285714285714
2012-11-11,8.674285714285714
2012-11-18,4.404285714285715
2012-11-25,12.8675
2012-12-02,20.195714285714292
2012-12-09,10.552857142857144
2012-12-16,8.139999999999999
2012-12-23,9.47
2013-01-01,15.891428571428571
2013-01-08,8.22857142857143
2013-01-15,13.894285714285715
2013-01-22,6.218571428571429
2013-01-29,6.458571428571429
2013-02-05,6.922857142857144
2013-02-12,10.122857142857143
2013-02-19,5.598571428571428
2013-02-26,15.898571428571426
2013-03-05,9.054285714285715
2013-03-12,12.668571428571429
2013-03-19,14.924285714285714
2013-03-26,16.915714285714284
2013-04-02,11.491428571428571
2013-04-09,9.448571428571428
2013-04-16,10.152857142857144
2013-04-23,8.385772594752186
